city,jumlah_review,jumlah_view,location,price,product_id,quantity_sold,rating,shop_name,subcategory,title,Tanggal Pembelian,quantity
Kota Tangerang,7,0,Kota Tangerang,123000,355623851,0,5,HolyMolyidn,Setelan,BAJU WANITA NAPOLEON SET,4-10-2016,0
Jakarta,2,0,Jakarta,80000,316538206,0,5,Senviyes,Midi Dress,Baju Dress Wanita - Dress Batik Modern - Sabrina,4-9-2016,0
Jakarta,10,0,Jakarta,88000,355515775,0,4,inovashion,Midi Dress,FRANCE BODYCON DRESS terusan baju kerja pakaian import bangkok wanita,4-9-2016,0
Jakarta,2,0,Jakarta,74000,323092416,0,5,Katyabelle,Blouse,Bianca Blouse - Baju wanita batwing floral,4-7-2016,0
Jakarta,38,0,Jakarta,55000,332003762,0,4,KaraKorea Shop,Blouse,Cindy Loose Fit Tee-Baju Atasan Wanita-blouse cewe,4-6-2016,0
Kota Surakarta,4,0,Kota Surakarta,110000,336752385,0,5,Arumi Batik,Setelan,Blouse Rok-Baju-Setelan-Seragam Batik Wanita 1621 Maroon JUMBO,4-6-2016,0
Jakarta,30,0,Jakarta,95000,364369839,0,5,SILVIO GALELRY,Blouse,Baju Blus Wanita Leher Tinggi Gaya Korea Variasi List,4-6-2016,0
Kota Depok,4,0,Kota Depok,69000,281918427,0,5,FEMINE,Blouse,Hove Blouse - Baju Casual Atasan Wanita by FEMINE,4-5-2016,0
Jakarta,2,0,Jakarta,125000,370018482,0,5,Online Fashion Style,Lingerie,lingerie G String Open Set Wanita Sexy CD Tali Baju Tidur Thong A275,4-2-2016,0
Jakarta,1,0,Jakarta,335000,302551371,0,5,Nona Rara Batik,Blouse Batik,"Baju Blouse Batik Wanita Modern Nona Rara, Kebaya Lipit T0213",4-1-2016,0
Kota Depok,7,0,Kota Depok,99999,323281001,0,4,Depok Choice,Manekin,MANEKIN WANITA DM HITAM KAKI BESI | MANEKIN BAJU | PATUNG WANITA,27-03-2016,0
Jakarta,50,0,Jakarta,79000,366515714,0,5,leeyongcollection,Kemeja,BAJU KEMEJA WANITA-LENGAN PANJANG MURAH,27-03-2016,0
Jakarta,37,0,Jakarta,65000,351450696,0,5,ZADA ONSHOP,Blouse,BAJU ATASAN BLOUSE WANITA,26-03-2016,0
Jakarta,2,0,Jakarta,51000,332462487,0,5,j--fashion,Kaos,Baju Kaos Lengan pendek Corak Salur Wanita Model Terbaru - Nisa,26-03-2016,0
Jakarta,2,0,Jakarta,108000,335861571,0,5,inovashion,Midi Dress,Dress Wanita BALMUDA DRESS flare terusan baju pesta pakaian cewek,24-03-2016,0
Kota Bandung,3,0,Kota Bandung,62000,352693448,0,4,Tazkia Hijab Store,Blouse,Baju Atasan Wanita Original | Aria Blouse | Blouse Hijab Original,23-03-2016,0
Jakarta,18,0,Jakarta,23750,352178080,0,4,LEMONE,Kaos,LEMONE T-shirt Kaos Cewe Catton TC Premium Baju Wanita 10100010 V-Neck,22-03-2016,0
Kota Bandung,2,0,Kota Bandung,52000,374183792,0,5,Grosir  Baju Rajut,Sweater,Baju Rajut Wanita Korea Loose Sweater Murah,22-03-2016,0
Jakarta,6,0,Jakarta,56880,359156218,0,5,Aniera Collection,Midi Dress,Aureline Sabrin Dress Rajut Knit Dress Dress Knit Rajut Wanita Baju,21-03-2016,0
Kota Cimahi,5,0,Kota Cimahi,39200,312851273,0,5,wiigan55,Cardigan,New Zigzag Kimono Cardie - cardigan baju rajut tribal - sweater wanita,19-03-2016,0
Jakarta,5,0,Jakarta,20000,279078950,0,5,SALEdotID,Kaos,Sale.id - Baju Atasan Kaos Spandek Wanita - 112 - Dream Catcher,19-03-2016,0
Jakarta,4,0,Jakarta,55500,320666019,0,5,Fashion Generation (FG),Kaos,Unisex-Baju Kaos Distro Logo Merk Nike Pria wanita Cewek Cowok Size L,19-03-2016,0
Jakarta,2,0,Jakarta,48750,343970539,0,5,LEMONE,Midi Dress,Lemone Tshirt Dress Cewe Spandek Premium Baju Wanita 12100027 Polos,19-03-2016,0
Jakarta,1,0,Jakarta,60000,339032241,0,5,j--fashion,Kemeja,Baju Kemeja Tangan Panjang Wanita Gaya Korea Model Terbaru - Heren,18-03-2016,0
Jakarta,8,0,Jakarta,80000,289278829,0,5,Lingerieku,Daster,Baju Tidur Wanita Satin Halus Premium Lingerie Denla Tally BJ 2871,18-03-2016,0
Jakarta,1,0,Jakarta,17500,347990848,0,5,H&amp;K-Fashion,Kaos,H&K Kaos Wanita - Baju Atasan - Tumblr Tee Mew Mew Korea,18-03-2016,0
Jakarta,3,0,Jakarta,92000,278326840,0,5,Dailylook ID,Blouse,Baju Atasan Wanita Murah-Atasan Korea Import-Baju Kantor-Furisa Top,18-03-2016,0
Kota Bandung,2,0,Kota Bandung,50000,373333352,0,5,Grosir  Baju Rajut,Sweater,Baju Rajut Wanita Korea Raida Maroon Sweater Murah,15-03-2016,0
Jakarta,3,0,Jakarta,80000,297256819,0,5,Senviyes,Blouse,Baju atasan wanita,14-03-2016,0
Jakarta,4,0,Jakarta,109000,299146649,0,5,Amelie Butik Wholesale,Kemeja,Baju Atasan Kerja Scarf Kemeja Biru Hitam Blouse Wanita Korea Import,13-03-2016,0
Jakarta,2,0,Jakarta,90000,311960113,0,5,Senviyes,Blouse,Baju Atasan Wanita - Blouse Wanita - Blus,3-11-2016,0
Jakarta,9,0,Jakarta,29000,302996109,0,4,RisRus Apparel,Blouse,PAKAIAN WANITA YENI TOP | BAJU ATASAN WANITA | BLOUSE,3-8-2016,0
Jakarta,30,0,Jakarta,63000,353787419,0,5,CLARK SHOP,Blouse,BAJU KERJA WANITA DEPAN SUSUN DUA,3-7-2016,0
Kota Tangerang Selatan,31,0,Kota Tangerang Selatan,97500,375241288,0,5,Haylook,Kemeja,Kemeja Hitam Polos Wanita Baju Kantor Formal Kerja Cewek Katun Strecth,3-6-2016,0
Jakarta,1,0,Jakarta,19500,296204493,0,5,H&amp;K-Fashion,Kaos,H&K Kaos Wanita - Baju Atasan - Tumblr Tee Kenzo Eyes,3-4-2016,0
Jakarta,2,0,Jakarta,46000,340411336,0,5,BANANAKU OLSHOP,Piyama,COMFY SLEEPWEAR SET - BAJU TIDUR KAOS + CELANA PENDEK WANITA,3-4-2016,0
Jakarta,2,0,Jakarta,82000,310564437,0,5,inovashion,Blouse,SWEET ESCAPE KIMONO blouse atasan baju kerja pakaian wanita murah,3-3-2016,0
Jakarta,1,0,Jakarta,20800,339709869,0,5,LV.co Tanah abang,Blouse,Damai fashion - baju atasan lengan panjang wanita LORENG CLAUDYA,3-3-2016,0
Jakarta,37,0,Jakarta,24900,352548621,0,5,Oditi,Blouse,Baju Wanita Blouse - Atasan WanitaTwiscone 353,3-3-2016,0
Jakarta,1,0,Jakarta,335000,326088530,0,5,Nona Rara Batik,Blouse Batik,"Baju Blouse Batik Wanita Modern Nona Rara, Kelly Encim T0228",3-2-2016,0
Jakarta,6,0,Jakarta,42000,341532799,0,4,Toko Mikha Grosir,Jumpsuit,Baju dress pesta wanita bahan soft Jumsuit VIKI Bhn Twiscone Fit L 1H,3-2-2016,0
Kota Depok,5,0,Kota Depok,69000,281919405,0,5,FEMINE,Blouse,Ely Blouse - Baju Casual Atasan Wanita by FEMINE,3-2-2016,0
Jakarta,3,0,Jakarta,52000,337075228,0,5,mc -fashion,Kaos,"Baju Kaos Tangan Pendek Wanita Kekinian Terbaru - Agustina, Baju Kaos",3-1-2016,0
Jakarta,3,0,Jakarta,65000,281723207,0,5,CosmodeShop,Blouse Batik,Baju Atasan Wanita Blouse Batik Jumbo XL - Kode 1632-XL,3-1-2016,0
Jakarta,1,0,Jakarta,80000,308526198,0,5,Senviyes,Blouse,Baju Atasan Wanita - Blouse Batik,28-02-2016,0
Kab. Banyumas,19,0,Kab. Banyumas,95000,355002084,0,5,miftakhul hidayah,Lingerie,BAJU TIDUR SEKSI - BAJU TRANSPARAN - LINGERIE BABYDOLL - BAJU WANITA,26-02-2016,0
Kota Bandung,18,0,Kota Bandung,50000,300605322,0,4,menara hijab,Blouse,baju atasan gamis wanita muslim hijab terbaru,24-02-2016,0
Kota Bandung,7,0,Kota Bandung,53000,290550054,0,5,menara hijab,Blouse,Baju atasan gamis wanita muslim hijab fabiola top blouse,24-02-2016,0
Jakarta,30,0,Jakarta,102000,361596063,0,5,LITA COLLECTION1990,Blazer,BAJU WANITA ATASAN BLOUSE-BLAZER GAYA KOREA TANGAN PANJANG,23-02-2016,0
Jakarta,2,0,Jakarta,165000,320028279,0,5,Wegotstyleid,Daster,Daster Ungu Satin Velvet Nocturn Baju Tidur Wanita Hamil,22-02-2016,0
Jakarta,4,0,Jakarta,98000,294431526,0,5,inovashion,Midi Dress,GOBLIN DRESS terusan baju pesta pakaian wanita murah,22-02-2016,0
Jakarta,32,0,Jakarta,55000,364715213,0,5,Niaga Jaya Selalu,Kemeja,Kemeja Baju Atasan Lengan Panjang Wanita Cewk Kerja Polos,21-02-2016,0
Kota Bandung,6,0,Kota Bandung,55000,343527732,0,5,Tazkia Hijab Store,Blouse,Baju Atasan Wanita Original | Andara Salur | Tunik Muslim Original,19-02-2016,0
Jakarta,30,0,Jakarta,15900,367075312,0,5,Best OnlineStore,Blouse,Baju Atasan Wanita Blouse Wanita Kaos Salur Stevy Top - Stevia Top,15-02-2016,0
Jakarta,2,0,Jakarta,45000,322995773,0,5,Kedai_baju,Blouse,Atasan Baju Wanita Blouse Enna Murah,14-02-2016,0
Jakarta,2,0,Jakarta,85000,315797467,0,5,Senviyes,Mini Dress,Baju Dress Wanita - Dress Batik Modern - Gaun Pesta Batik,13-02-2016,0
Kota Malang,3,0,Kota Malang,72900,288602137,0,5,Lingerie Indonesia,Lingerie,SEXY LINGERIE MURAH BAJU TIDUR SEXY WANITA M129B,13-02-2016,0
Jakarta,16,0,Jakarta,42000,345021993,0,4,KaraKorea Shop,Blouse,Raisa Ruffle Tee-Baju Atasan wanita-Blouse Wanita,2-11-2016,0
Kota Tangerang Selatan,10,0,Kota Tangerang Selatan,55000,326606389,0,5,unikdanmurah,Jumpsuit,Gina Jumper Jumpsuit Baju Fashion Wanita Bahan Twiscone,2-7-2016,0
Jakarta,2,0,Jakarta,54900,357001635,0,5,j--fashion,Kaos,Baju Kaos Tshirt Tangan Panjang Wanita Model Terbaru - Jfashion Risma,2-7-2016,0
Jakarta,1,0,Jakarta,235000,327221989,0,5,Nona Rara Batik,Blouse Batik,"Baju Blouse Atasan Batik Wanita Modern Nona Rara, Payung Lipit T0072",2-5-2016,0
Jakarta,4,0,Jakarta,57000,324339152,0,5,indo mitra nusantara,Piyama,Piyama Pendek - Piyama Satin - Piyama - Baju Tidur - Fashion Wanita,2-3-2016,0
Jakarta,2,0,Jakarta,15990,327737216,0,5,OTIN FASHION,Blouse,OTIN FASHION BAJU ATASAN WANITA LENGAN PANJANG MONA MOZAIC duawarna ko,2-2-2016,0
Kota Bandung,4,0,Kota Bandung,77000,290891921,0,5,aura shop bandung,Maxi Dress,SASKYA MAXY in- maxy dress - grosir baju busana muslim wanita - gamis,2-2-2016,0
Jakarta,1,0,Jakarta,265000,300911615,0,5,Nona Rara Batik,Blouse Batik,"Baju Blouse Batik Wanita Modern Nona Rara, Vicky Red T0161",2-1-2016,0
Jakarta,2,0,Jakarta,275000,302180146,0,5,Nona Rara Batik,Blouse Batik,"Baju Atasan Batik Wanita Modern Nona Rara, Kebaya Lipit T0190",2-1-2016,0
Jakarta,2,0,Jakarta,17000,264836054,0,5,Buana-Fashion,Blouse,BAJU ATASAN BLOUSE WANITA MURAH QUEEN PRINTING WITH STRIP A0264,2-1-2016,0
Jakarta,40,0,Jakarta,50000,359106488,0,5,Meylin Fashion,Piyama,Baju Tidur Piyama Wanita-Cewek Pakaian Tidur Piyama Pajamas Satin,25-01-2016,0
Jakarta,2,0,Jakarta,54900,353113911,0,5,21gillionscollection,Kaos,Baju Kaos Tshirt Tangan Panjang Wanita Model Terbaru - Henny,25-01-2016,0
Kota Bandung,3,0,Kota Bandung,55000,293726700,0,4,loekita grosir,Sweater,THRASHER grosir sweater jaket hoodie atasan baju fashion wanita murah,25-01-2016,0
Jakarta,31,0,Jakarta,56020,355902614,0,5,BALIVIEW STORE,Blouse,Baju Blouse Wanita- Blouse Samantha Cewek Bahan Twiscone Fit L 1R,23-01-2016,0
Jakarta,20,0,Jakarta,145000,269975075,0,5,LLC shop,Jaket,baju dokter wanita lengan pendek ( snelly),23-01-2016,0
Kota Bandung,5,0,Kota Bandung,90000,359076831,0,4,Jual Baju Murah Terbaru,Setelan,Baju Stelan Wanita-STRIPE GUCI PR001-Jual Stelan Murah-Atasan Murah,23-01-2016,0
Jakarta,2,0,Jakarta,275000,354637889,0,5,Nona Rara Batik,Blouse Batik,"Bonita Ayam T0264 ,Baju Blouse Atasan Batik Wanita Modern Nona Rara",21-01-2016,0
Jakarta,8,0,Jakarta,42000,285979010,0,5,Senolstrore&#39;s,Piyama,BAJU TIDUR WANITA - SLEEPWEAR - SETELAN PIYAMA DEWASA CUTE GIRL,21-01-2016,0
Kab. Banyumas,11,0,Kab. Banyumas,110000,277896988,0,5,miftakhul hidayah,Maxi Dress,CROWN MAXI - DRESS PANJANG - BAJU WANITA MURAH - FHASION MUSLIM WANITA,19-01-2016,0
Jakarta,30,0,Jakarta,148000,350937505,0,5,AHI.SHOP,Blouse,Baju Muslim - Atasan Wanita - Blouse Muslim - Jesy Top,18-01-2016,0
Jakarta,3,0,Jakarta,140000,352156974,0,5,Lina Batik Distro,Blouse Batik,BLOUSE BATIK WANITA MODERN UNIK BAJU BATIK BW15,16-01-2016,0
Kota Depok,29,0,Kota Depok,165000,354525841,0,5,Mysister Decoupage,Jaket,Longjhon Wanita (Baju Musim Dingin-Long Jhon-Long Thermal),15-01-2016,0
Kota Bandung,3,0,Kota Bandung,57000,362446118,0,4,PR collection,Blouse,Baju Atasan Wanita- HANDSTOOD 2IN1 PR001- Atasan Terbaru & Terlaris,13-01-2016,0
Jakarta,2,0,Jakarta,28000,358941803,0,5,dailyshop_jkt,Kaos,BAJU TUMBLR TEE GUCCII PUTIH WANITA | KAOS TUMBLR TEE GUCCII,1-12-2016,0
Jakarta,9,0,Jakarta,799000,266719541,0,5,OAK IDENTITY,Coat,WINTER OVERCOAT CUTE SPLASH Mantel Musim Dingin Wanita | Baju Hangat,1-10-2016,0
Jakarta,2,0,Jakarta,18750,336932714,0,5,Michelle-Store,Kaos,MichelleStore Tshirt - Kaos Wanita - Baju Atasan Simple HOKY 23,1-9-2016,0
Kota Surabaya,2,0,Kota Surabaya,67000,324735746,0,5,bajuready(dot)com,Setelan,64110 JUMBO TRAINING SET BAJU TRANING SETELAN WANITA DEWASA MODIS,1-9-2016,0
Jakarta,12,0,Jakarta,83000,371501111,0,4,inovashion,Midi Dress,TULIP KEY DRESS baju pesta pakaian atasan wanita murah,1-8-2016,0
Jakarta,2,0,Jakarta,25000,332397558,0,5,LV.co Tanah abang,Crop Top,Damai fashion - baju atasan sweater wanita crop LAGI PURA PURA JOMBLO,1-7-2016,0
Jakarta,1,0,Jakarta,45000,327589679,0,5,j--fashion,Kaos,Baju Kaos Lengan 3-4 Corak Salur Wanita Model Terbaru - Mariana,1-4-2016,0
Jakarta,5,0,Jakarta,14000,357153798,0,5,j--fashion,Kaos,Baju Kaos Tshirt Tangan pendek Wanita Model Terbaru - Jfashion Chiby,1-4-2016,0
Jakarta,4,0,Jakarta,107250,352967712,0,5,Qeela Store,Blouse,(TERMURAH) ATASAN TUNIK Atasan Wanita Clove Blouse Tunik Baju Muslim,1-2-2016,0
Kota Depok,2,0,Kota Depok,55250,283020904,0,5,Supplier NatGeo,Kaos,Kaos Baju Muslim Wanita SN-WLMSMY040 RAMADAN KAREEM Kaos Ramadhan,1-1-2016,0
Jakarta,6,0,Jakarta,50000,345702865,0,5,Ais Online Store,Blouse,Baju Wanita - Atasan Wanita - Dress terbaru - kemboy,24-02-2018,0
Jakarta,2,0,Jakarta,52500,360051455,0,5,mc -fashion,Kaos,mc fashion Baju kaos Tshirt tangan panjang wanita model terbaru,24-03-2018,0
Kota Bandung,3,0,Kota Bandung,92000,362412280,0,4,Jual Baju Murah Terbaru,Setelan,Baju Stelan Wanita-RIA SET PR001-Jual Stelan Murah-Atasan Murah,24-04-2018,0
Jakarta,6,0,Jakarta,14000,355165285,0,4,j--fashion,Kaos,Baju Kaos Tshirt Tangan pendek Wanita Model Terbaru - Jfashion Unicorn,24-04-2018,0
Jakarta,51,0,Jakarta,69500,366509707,0,5,leeyongcollection,Blouse,BAJU KEMEJA WANITA-ATASAN KERJA MURAH,24-04-2018,0
Jakarta,2,0,Jakarta,195000,302167575,0,5,Nona Rara Batik,Blouse Batik,"Baju Atasan Batik Wanita Modern Nona Rara, Kebaya Elin T0196",24-04-2018,0
Jakarta,4,0,Jakarta,95550,352968603,0,5,Qeela Store,Blouse,(TERMURAH) ATASAN TUNIK Baju Atasan Blouse Tunik Wanita Erin Top,24-05-2018,0
Kota Bandung,13,0,Kota Bandung,55000,290573200,0,5,menara hijab,Blouse,Baju gamis atasan wanita muslim hijab mewa top blouse,24-05-2018,0
Kota Bandung,7,0,Kota Bandung,39999,319996005,0,4,kadoqu store,Sweater,BOXY JUMBO SWEATER - sweater rajut - baju rajut - baju wanita,24-06-2018,0
Jakarta,4,0,Jakarta,78500,285997575,0,5,BomFash,Blouse,Baju Branded Wanita Original - Floral Blouse - Motif Bunga - Bom Fash,24-06-2018,0
Jakarta,6,0,Jakarta,65000,293242120,0,5,Miuw fashion shop,Piyama,CP TEDDY BEAR piyama baju tidur katun wanita pajamas motif busui,24-07-2018,0
Jakarta,4,0,Jakarta,61500,306234806,0,5,BomFash,Blouse,Blouse Branded - Baju Atasan Wanita - Original Bom Fash,24-07-2018,0
Kota Bandung,10,0,Kota Bandung,62500,304040886,0,5,Cewek Suka Suka,Blouse,Baju Atasan Wanita Terbaru 2018 Muslim Blus Muslim Tunik Treefi Top,24-08-2018,0
Jakarta,6,0,Jakarta,55500,331812192,0,4,Fashion Generation (FG),Kaos,Baju Kaos Atasan Wanita Cewek Supreme Lengan Panjang Warna Pink L,24-09-2018,0
Jakarta,10,0,Jakarta,99000,304485060,0,5,Dailylook ID,Blouse,Baju Atasan Wanita Murah-Atasan Korea Import-Baju Kantor - Sandara Top,25-01-2018,0
Jakarta,2,0,Jakarta,49900,360060610,0,5,mc -fashion,Kaos,mc fashion Baju Kaos Tshirt tangan panjang wanita model terbaru-Flshy,25-01-2018,0
Kota Bandung,8,0,Kota Bandung,90000,276223549,0,5,Emdel Style,Cardigan,Tunik Blus Worie Longtop Model Baju Gamis Atasan Wanita Muslim Modern.,25-01-2018,0
Jakarta,6,0,Jakarta,35000,333242919,0,5,8teen_cloth,Kaos,T-shirt-Kaos Wanita Lengan Panjang GUXXI Warna-Baju Wanita,25-10-2018,0
Kab. Bekasi,7,0,Kab. Bekasi,102000,295421988,0,5,Pedkey Butik,Blouse,Bigsize Blouse Jumbo Baju Atasan Wanita Big Size Melda 863,25-11-2018,0
Jakarta,4,0,Jakarta,39000,266365820,0,5,onlinefashionstyle,Lingerie,Celana Dalam bra Wanita Underwear G-string Thong Lingerie Baju Bra059,25-04-2018,0
Jakarta,16,0,Jakarta,150000,370763791,0,5,Fitriana Center,Blouse,Baju Atasan Wanita Zara Gaida Stripe Premium Scuba Salur + Cotton,25-04-2018,0
Jakarta,30,0,Jakarta,95000,362545349,0,5,LITA COLLECTION1990,Blouse,BAJU WANITA ATASAN BLOUSE-TANGAN PANJANG GAYA KOREA VARIASI SYAL,25-04-2018,0
Jakarta,2,0,Jakarta,43750,340688129,0,5,LEMONE,Kaos,LEMONE T-shirt Kaos Cewe Spandek Premium Baju Wanita 10100087,25-05-2018,0
Jakarta,2,0,Jakarta,45000,337071019,0,5,mc -fashion,Kaos,"Baju Kaos Lengan 3-4 Corak Salur Wanita Model Terbaru - Mariana, Kaos",25-06-2018,0
Kota Bandung,1,0,Kota Bandung,57000,306900474,0,5,Mens Original Branded,Blouse,Baju Wanita Blouse Korea Sifon Kombinasi Jersey Model Sayap,25-06-2018,0
Jakarta,2,0,Jakarta,44900,272399770,0,5,WILDTEE,Kaos,LEMONE Tumblr Tee T-shirt Kaos Cewe Spandek Premium Baju Wanita 178SS,25-06-2018,0
Jakarta,3,0,Jakarta,15000,284362960,0,5,SALEdotID,Kaos,Sale.id - Baju Atasan Kaos Spandek Wanita - Paris,25-07-2018,0
Jakarta,5,0,Jakarta,11000,301518029,0,5,KONVEKSI SUPPLIER BAJU,Blouse,BAJU BLOUSE ATASAN KAOS MURAH WANITA SALUR STRIPE BELLE #1538 1538 BFS,25-08-2018,0
Jakarta,4,0,Jakarta,75000,309804168,0,5,Jclucky store,Blouse,Atasan Blouse Wanita Ravel Tunik Baju Muslim Blus Muslim,25-09-2018,0
Jakarta,4,0,Jakarta,85000,308746632,0,5,Senviyes,Blouse,Baju Atasan Wanita - Blouse Wanita - Blus,25-09-2018,0
Jakarta,4,0,Jakarta,70000,276730769,0,5,Mochini,Blouse,Blouse Floral Wanita Baju Perempuan Pakaian Wanita Bunga Import 3,26-01-2018,0
Kota Tangerang,2,0,Kota Tangerang,124000,351250387,0,5,HolyMolyidn,Blouse,BAJU ATASAN WANITA STRIPE SONATA TOP,26-10-2018,0
Jakarta,2,0,Jakarta,50000,350953471,0,5,mc -fashion,Kaos,Baju kaos Wanita tangan terompet terbaru -Valencia,26-10-2018,0
Jakarta,2,0,Jakarta,48750,293388311,0,5,CHILITEE,Midi Dress,LEMONE T-shirt Dress Cewe Spandek Premium Baju Wanita 681SS104754,26-11-2018,0
Jakarta,2,0,Jakarta,33000,358347946,0,5,SJLA Store,Piyama,Setelan Baju Tidur - Lingerie Sexy Satin Wanita - Cewek HP Motif Bunga,26-12-2018,0
Kota Depok,7,0,Kota Depok,65500,290331278,0,5,Supplier NatGeo,Kaos,Kaos Baju Muslim Wanita Panjang SN-WLMSMY387 PROUD MUSLIMAH FONT 2,26-12-2018,0
Jakarta,6,0,Jakarta,52500,324611862,0,4,Variation Shop Center,Lingerie,Dress small lingerie Center Global Baju tidur wanita,26-12-2018,0
Jakarta,33,0,Jakarta,96500,361526731,0,5,LITA COLLECTION1990,Blouse,BAJU WANITA ATASAN BLOUSE-GAYA KOREA TANGAN PANJANG MODEL TERBARU,26-02-2018,0
Kota Tangerang Selatan,18,0,Kota Tangerang Selatan,120000,303957622,0,5,Kidsandmama,Blouse,Baju rajut gucci - atasan wanita hitam fit xl,26-02-2018,0
Jakarta,3,0,Jakarta,57000,353105553,0,4,www.grosirdress.com,Kemeja,Kemeja Wanita Terbaru - Baju Atasan- hem twis serut,26-03-2018,0
Jakarta,3,0,Jakarta,20000,294580827,0,5,dnb.Shop,Kaos,dnb - Baju Atasan Kaos Spandek Wanita - The Day Adatewth,26-03-2018,0
Jakarta,24,0,Jakarta,65000,294246717,0,4,Christ Galery,Lingerie,LINGERIE BAJU TIDUR GAUN MALAM WANITA,26-04-2018,0
Kota Bandung,8,0,Kota Bandung,245000,269864644,0,4,FashionOnline,Jaket,jaket mantel baju hangat wanita korea Red Rose,26-04-2018,0
Kota Malang,2,0,Kota Malang,75700,288595506,0,5,Lingerie Indonesia,Lingerie,SEXY LINGERIE IMPORT MURAH | BAJU TIDUR WANITA M103B,26-04-2018,0
Kota Bandung,2,0,Kota Bandung,80000,343547063,0,5,beliBDG Online Shop,Maxi Dress,BAJU MUSLIM | BAJU MURAH | BAJU WANITA | BAJU DRESS | MAYRA DRESS,26-04-2018,0
Kota Depok,3,0,Kota Depok,155000,277626028,0,5,SNJ UKHTIMUNIRA,Piyama,Gamis Daster Katun Baju Tidur Wanita Muslim Motif Bunga Busui Allsize,26-05-2018,0
Jakarta,3,0,Jakarta,105000,298609603,0,5,BomFash,Blouse,Dress Mini Bodycon - Baju Branded Wanita - Bom Fash,26-05-2018,0
Jakarta,6,0,Jakarta,47000,336962480,0,5,AKAL Shop,Midi Dress,Baju DRESS wanita FILA,26-05-2018,0
Jakarta,3,0,Jakarta,129000,322304259,0,5,Fashion.Square,Piyama,Youve Kimono Set 1801 Salem Sleepware Baju Tidur Wanita Set,26-07-2018,0
Kab. Banyumas,14,0,Kab. Banyumas,149500,303464633,0,5,miftakhul hidayah,Lingerie,BAJU TIDUR SEKSI BAJU WANITA SEXY LINGERIE BABYDOLL MURAH TRANSPARAN,26-08-2018,0
Kota Tangerang,31,0,Kota Tangerang,182000,355761379,0,5,Her Closet Shop,Jumpsuit,"Jumpsuit Scuba Stripe , Fashion Wanita , Baju Murah Premium Quality",26-08-2018,0
Kab. Garut,21,0,Kab. Garut,80000,310909709,0,4,Griya Batik SS,Blouse Batik,Blouse batik pramugari | Baju batik wanita,26-08-2018,0
Jakarta,2,0,Jakarta,18750,364862306,0,5,Michelle-Store,Kaos,MichelleStore Kaos Wanita - Baju Atasan - Tumblr Tee IM FINE,26-08-2018,0
Jakarta,5,0,Jakarta,70000,276728735,0,5,Mochini,Blouse,Blouse Floral Wanita Baju Perempuan Pakaian Wanita Bunga Import 4,26-09-2018,0
Jakarta,14,0,Jakarta,65000,346219679,0,5,Kylia Shop,Piyama,[Satin Panjang Panjang] Baju Tidur Satin Wanita |Setelan Tidur Wanita,26-09-2018,0
Jakarta,5,0,Jakarta,95000,331121576,0,5,Bonanza Collection,Blouse,Baju Atasan Wanita Murah Blouse Formal Terbaru Lengan Panjang BONANZA,26-09-2018,0
Jakarta,33,0,Jakarta,36000,322558423,0,4,SS collection JKT,Blouse,saluria - Baju wanita - Baju atasan - sabrina - Baju salur - Blouse,27-10-2018,0
Jakarta,4,0,Jakarta,105000,359101176,0,5,www.grosirdress.com,Mini Dress,Mini dress import|baju import wanita|kemben 7881,27-10-2018,0
Jakarta,30,0,Jakarta,89000,356548873,0,5,FUJIVIEW SHOP,Midi Dress,Baju Dress Wanita Envy - Eunbi Baju Pesta Brokat,27-10-2018,0
Jakarta,6,0,Jakarta,57250,365497944,0,5,Michelle-Store,Piyama,MichelleStore Piyama Wanita - Baju Tidur Pintu Ajaib Doraemon,27-12-2018,0
Jakarta,6,0,Jakarta,59900,375282298,0,5,Sample SALE Indonesia,Kaos,Kaos Muslim-Baju Muslim-Pakaian Muslim Wanita Motif Kupu-Kupu,27-12-2018,0
Jakarta,2,0,Jakarta,35000,317699065,0,5,M77FASHION,Blouse,tile baju jala jaring transparant wanita,27-12-2018,0
Jakarta,30,0,Jakarta,19000,365668423,0,5,SWETTY STORE,Kaos,BAJU SALUR LENGAN PENDEK- ATASAN WANITA LENGAN PENDEK,27-03-2018,0
Jakarta,10,0,Jakarta,75000,367330619,0,5,Look Green Shop,Piyama,Piyama-Baju Piyama-Piyama Wanita-Piyama Dewasa-Baju Tidur Piyama,27-03-2018,0
Jakarta,4,0,Jakarta,21000,347996647,0,5,H&amp;K-Fashion,Kaos,H&K Kaos Wanita - Baju Atasan - Tumblr Tee FENDI FF,27-04-2018,0
Jakarta,33,0,Jakarta,89000,352388572,0,5,alinudin store,Kemeja,Baju kemeja wanita hem candy berkualitas,27-05-2018,0
Kota Bandung,7,0,Kota Bandung,69000,276302724,0,5,Emdel Style,Blouse,Dwipa Blouse Tunik Baju Gamis Atasan Blus Wanita Busana Muslim Terbaru,27-05-2018,0
Kab. Banyumas,11,0,Kab. Banyumas,115000,322362854,0,5,Izdihaar fhasion store,Maxi Dress,CARDI LAYER DRESS - BAJU WANITA - DRESS - MURAH,27-05-2018,0
Kota Bandung,4,0,Kota Bandung,215500,366889848,0,4,SitusBelanjaku,Blazer,Jaket Blazer Muslim Wanita Remaja Dewasa Baju Kerja Believe BJM 03 05,27-06-2018,0
